cui|string|lex
C0480321|[x]intent self pois other gas/vapor trade/service area|UMLS-SUICIDE
C0480321|intent self pois other gas/vapor trade/service area|UMLS-SUICIDE
C0480321|intent self pois other gas/vapour trade/service area|UMLS-SUICIDE
C0480321|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at trade and service area (finding)|UMLS-SUICIDE
C0480321|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at trade and service area (event)|UMLS-SUICIDE
C0480322|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at industrial and construction area|UMLS-SUICIDE
C0480322|[x]intentional self poisoning by and exposure to other gas and vapor, occurrence at industrial and construction area|UMLS-SUICIDE
C0480322|[x]s/pois oth gases indus ar|UMLS-SUICIDE
C0480322|s/pois oth gases indus ar|UMLS-SUICIDE
C0480322|intentional self poisoning by and exposure to other gas and vapor, occurrence at industrial and construction area|UMLS-SUICIDE
C0480322|intentional self poisoning by and exposure to other gas and vapour, occurrence at industrial and construction area|UMLS-SUICIDE
C0480322|[x]int self pois other gas/vapour indust/construct area|UMLS-SUICIDE
C0480322|[x]int self pois other gas/vapor indust/construct area|UMLS-SUICIDE
C0480322|int self pois other gas/vapor indust/construct area|UMLS-SUICIDE
C0480322|int self pois other gas/vapour indust/construct area|UMLS-SUICIDE
C0480322|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at industrial and construction area (finding)|UMLS-SUICIDE
C0480322|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at industrial and construction area (event)|UMLS-SUICIDE
C0480323|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence on farm|UMLS-SUICIDE
C0480323|[x]intentional self poisoning by and exposure to other gas and vapor, occurrence on farm|UMLS-SUICIDE
C0480323|[x]int self poison/exposure to other gas/vapour on farm|UMLS-SUICIDE
C0480323|[x]int self poison/exposure to other gas/vapor on farm|UMLS-SUICIDE
C0480323|[x]s/pois other gases on farm|UMLS-SUICIDE
C0480323|int self poison/exposure to other gas/vapor on farm|UMLS-SUICIDE
C0480323|int self poison/exposure to other gas/vapour on farm|UMLS-SUICIDE
C0480323|intentional self poisoning by and exposure to other gas and vapor, occurrence on farm|UMLS-SUICIDE
C0480323|intentional self poisoning by and exposure to other gas and vapour, occurrence on farm|UMLS-SUICIDE
C0480323|s/pois other gases on farm|UMLS-SUICIDE
C0480323|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence on farm (finding)|UMLS-SUICIDE
C0480323|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence on farm (event)|UMLS-SUICIDE
C0480324|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at other specified place|UMLS-SUICIDE
C0480324|[x]intentional self poisoning by and exposure to other gas and vapor, occurrence at other specified place|UMLS-SUICIDE
C0480324|intentional self poisoning by and exposure to other gas and vapor, occurrence at other specified place|UMLS-SUICIDE
C0480324|intentional self poisoning by and exposure to other gas and vapour, occurrence at other specified place|UMLS-SUICIDE
C0480324|[x]int self poison other gas/vapour other spec place|UMLS-SUICIDE
C0480324|[x]int self poison other gas/vapor other spec place|UMLS-SUICIDE
C0480324|[x]s/pois oth gases os place|UMLS-SUICIDE
C0480324|int self poison other gas/vapor other spec place|UMLS-SUICIDE
C0480324|int self poison other gas/vapour other spec place|UMLS-SUICIDE
C0480324|s/pois oth gases os place|UMLS-SUICIDE
C0480324|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at other specified place (finding)|UMLS-SUICIDE
C0480324|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at other specified place (event)|UMLS-SUICIDE
C0480325|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at unspecified place|UMLS-SUICIDE
C0480325|[x]intentional self poisoning by and exposure to other gas and vapor, occurrence at unspecified place|UMLS-SUICIDE
C0480325|intentional self poisoning by and exposure to other gas and vapor, occurrence at unspecified place|UMLS-SUICIDE
C0480325|intentional self poisoning by and exposure to other gas and vapour, occurrence at unspecified place|UMLS-SUICIDE
C0480325|[x]intent self poison other gas/vapour unspecif place|UMLS-SUICIDE
C0480325|[x]intent self poison other gas/vapor unspecif place|UMLS-SUICIDE
C0480325|[x]s/pois other gases unsp pl|UMLS-SUICIDE
C0480325|intent self poison other gas/vapor unspecif place|UMLS-SUICIDE
C0480325|intent self poison other gas/vapour unspecif place|UMLS-SUICIDE
C0480325|s/pois other gases unsp pl|UMLS-SUICIDE
C0480325|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at unspecified place (finding)|UMLS-SUICIDE
C0480325|[x]intentional self poisoning by and exposure to other gas and vapour, occurrence at unspecified place (event)|UMLS-SUICIDE
C0480326|intentional self-poisoning by and exposure to pesticides|UMLS-SUICIDE
C0480326|intentional self poisoning by and exposure to pesticides|UMLS-SUICIDE
C0480326|[x]intentional self poisoning by and exposure to pesticides|UMLS-SUICIDE
C0480326|[x]intent self pois by pestic|UMLS-SUICIDE
C0480326|intent self pois by pestic|UMLS-SUICIDE
C0480326|[x]intentional self poisoning by and exposure to pesticides (finding)|UMLS-SUICIDE
C0480326|[x]intentional self poisoning by and exposure to pesticides (event)|UMLS-SUICIDE
C0480327|[x]intentional self poisoning by and exposure to pesticides, occurrence at home|UMLS-SUICIDE
C0480327|[x]int self poison/exposure to pesticide at home|UMLS-SUICIDE
C0480327|int self poison/exposure to pesticide at home|UMLS-SUICIDE
C0480327|intentional self poisoning by and exposure to pesticides, occurrence at home|UMLS-SUICIDE
C0480327|[x]self pois pesticide home|UMLS-SUICIDE
C0480327|self pois pesticide home|UMLS-SUICIDE
C0480327|[x]intentional self poisoning by and exposure to pesticides, occurrence at home (finding)|UMLS-SUICIDE
C0480327|[x]intentional self poisoning by and exposure to pesticides, occurrence at home (event)|UMLS-SUICIDE
C0480328|[x]intentional self poisoning by and exposure to pesticides, occurrence in residential institution|UMLS-SUICIDE
C0480328|[x]intent self poison pesticide at res institut|UMLS-SUICIDE
C0480328|intent self poison pesticide at res institut|UMLS-SUICIDE
C0480328|[x]s/pois pesticide res ins|UMLS-SUICIDE
C0480328|intentional self poisoning by and exposure to pesticides, occurrence in residential institution|UMLS-SUICIDE
C0480328|s/pois pesticide res ins|UMLS-SUICIDE
C0480328|[x]intentional self poisoning by and exposure to pesticides, occurrence in residential institution (finding)|UMLS-SUICIDE
C0480328|[x]intentional self poisoning by and exposure to pesticides, occurrence in residential institution (event)|UMLS-SUICIDE
C0480329|[x]intentional self poisoning by and exposure to pesticides, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480329|[x]int self poison pesticide school/pub admin area|UMLS-SUICIDE
C0480329|int self poison pesticide school/pub admin area|UMLS-SUICIDE
C0480329|intentional self poisoning by and exposure to pesticides, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480329|[x]s/pois pesticide pub ins|UMLS-SUICIDE
C0480329|s/pois pesticide pub ins|UMLS-SUICIDE
C0480329|[x]intentional self poisoning by and exposure to pesticides, occurrence at school, other institution and public administrative area (finding)|UMLS-SUICIDE
C0480329|[x]intentional self poisoning by and exposure to pesticides, occurrence at school, other institution and public administrative area (event)|UMLS-SUICIDE
C0480330|[x]intentional self poisoning by and exposure to pesticides, occurrence at sports and athletics area|UMLS-SUICIDE
C0480330|[x]s/pois pesticide sport ar|UMLS-SUICIDE
C0480330|s/pois pesticide sport ar|UMLS-SUICIDE
C0480330|intentional self poisoning by and exposure to pesticides, occurrence at sports and athletics area|UMLS-SUICIDE
C0480330|[x]int self poison pesticide in sport/athletic area|UMLS-SUICIDE
C0480330|int self poison pesticide in sport/athletic area|UMLS-SUICIDE
C0480330|[x]intentional self poisoning by and exposure to pesticides, occurrence at sports and athletics area (finding)|UMLS-SUICIDE
C0480330|[x]intentional self poisoning by and exposure to pesticides, occurrence at sports and athletics area (event)|UMLS-SUICIDE
C0480331|[x]intentional self poisoning by and exposure to pesticides, occurrence on street and highway|UMLS-SUICIDE
C0480331|[x]intent self pois pesticide in street/highway|UMLS-SUICIDE
C0480331|[x]s/pois pesticide on hway|UMLS-SUICIDE
C0480331|intentional self poisoning by and exposure to pesticides, occurrence on street and highway|UMLS-SUICIDE
C0480331|intent self pois pesticide in street/highway|UMLS-SUICIDE
C0480331|s/pois pesticide on hway|UMLS-SUICIDE
C0480331|[x]intentional self poisoning by and exposure to pesticides, occurrence on street and highway (finding)|UMLS-SUICIDE
C0480331|[x]intentional self poisoning by and exposure to pesticides, occurrence on street and highway (event)|UMLS-SUICIDE
C0480332|[x]intentional self poisoning by and exposure to pesticides, occurrence at trade and service area|UMLS-SUICIDE
C0480332|[x]s/pois pesticide trade ar|UMLS-SUICIDE
C0480332|s/pois pesticide trade ar|UMLS-SUICIDE
C0480332|intentional self poisoning by and exposure to pesticides, occurrence at trade and service area|UMLS-SUICIDE
C0480332|[x]intent self pois pesticide trade/service area|UMLS-SUICIDE
C0480332|intent self pois pesticide trade/service area|UMLS-SUICIDE
C0480332|[x]intentional self poisoning by and exposure to pesticides, occurrence at trade and service area (finding)|UMLS-SUICIDE
C0480332|[x]intentional self poisoning by and exposure to pesticides, occurrence at trade and service area (event)|UMLS-SUICIDE
C0480333|[x]intentional self poisoning by and exposure to pesticides, occurrence at industrial and construction area|UMLS-SUICIDE
C0480333|[x]s/pois pesticide indus ar|UMLS-SUICIDE
C0480333|s/pois pesticide indus ar|UMLS-SUICIDE
C0480333|intentional self poisoning by and exposure to pesticides, occurrence at industrial and construction area|UMLS-SUICIDE
C0480333|[x]int self pois pesticide indust/construct area|UMLS-SUICIDE
C0480333|int self pois pesticide indust/construct area|UMLS-SUICIDE
C0480333|[x]intentional self poisoning by and exposure to pesticides, occurrence at industrial and construction area (finding)|UMLS-SUICIDE
C0480333|[x]intentional self poisoning by and exposure to pesticides, occurrence at industrial and construction area (event)|UMLS-SUICIDE
C0480334|[x]intentional self poisoning by and exposure to pesticides, occurrence on farm|UMLS-SUICIDE
C0480334|[x]int self poison/exposure to pesticide on farm|UMLS-SUICIDE
C0480334|[x]s/pois pesticide on farm|UMLS-SUICIDE
C0480334|int self poison/exposure to pesticide on farm|UMLS-SUICIDE
C0480334|intentional self poisoning by and exposure to pesticides, occurrence on farm|UMLS-SUICIDE
C0480334|s/pois pesticide on farm|UMLS-SUICIDE
C0480334|[x]intentional self poisoning by and exposure to pesticides, occurrence on farm (finding)|UMLS-SUICIDE
C0480334|[x]intentional self poisoning by and exposure to pesticides, occurrence on farm (event)|UMLS-SUICIDE
C0480335|[x]intentional self poisoning by and exposure to pesticides, occurrence at other specified place|UMLS-SUICIDE
C0480335|intentional self poisoning by and exposure to pesticides, occurrence at other specified place|UMLS-SUICIDE
C0480335|[x]int self poison pesticide other spec place|UMLS-SUICIDE
C0480335|[x]s/pois pesticide os place|UMLS-SUICIDE
C0480335|int self poison pesticide other spec place|UMLS-SUICIDE
C0480335|s/pois pesticide os place|UMLS-SUICIDE
C0480335|[x]intentional self poisoning by and exposure to pesticides, occurrence at other specified place (finding)|UMLS-SUICIDE
C0480335|[x]intentional self poisoning by and exposure to pesticides, occurrence at other specified place (event)|UMLS-SUICIDE
C0480336|[x]intentional self poisoning by and exposure to pesticides, occurrence at unspecified place|UMLS-SUICIDE
C0480336|intentional self poisoning by and exposure to pesticides, occurrence at unspecified place|UMLS-SUICIDE
C0480336|[x]intent self poison pesticide unspecif place|UMLS-SUICIDE
C0480336|[x]s/pois pesticide unsp pl|UMLS-SUICIDE
C0480336|intent self poison pesticide unspecif place|UMLS-SUICIDE
C0480336|s/pois pesticide unsp pl|UMLS-SUICIDE
C0480336|[x]intentional self poisoning by and exposure to pesticides, occurrence at unspecified place (finding)|UMLS-SUICIDE
C0480336|[x]intentional self poisoning by and exposure to pesticides, occurrence at unspecified place (event)|UMLS-SUICIDE
C0480337|intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances|UMLS-SUICIDE
C0480337|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances|UMLS-SUICIDE
C0480337|[x]intent self poison/exposure to unspecif chemical|UMLS-SUICIDE
C0480337|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances|UMLS-SUICIDE
C0480337|[x]slf/pois oth/unsp chemical|UMLS-SUICIDE
C0480337|intent self poison/exposure to unspecif chemical|UMLS-SUICIDE
C0480337|slf/pois oth/unsp chemical|UMLS-SUICIDE
C0480337|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances (finding)|UMLS-SUICIDE
C0480337|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances (event)|UMLS-SUICIDE
C0480338|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at home|UMLS-SUICIDE
C0480338|[x]int self poison/exposure to unspecif chemical at home|UMLS-SUICIDE
C0480338|int self poison/exposure to unspecif chemical at home|UMLS-SUICIDE
C0480338|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at home|UMLS-SUICIDE
C0480338|[x]self pois chemical in home|UMLS-SUICIDE
C0480338|self pois chemical in home|UMLS-SUICIDE
C0480338|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at home (finding)|UMLS-SUICIDE
C0480338|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at home (event)|UMLS-SUICIDE
C0480339|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence in residential institution|UMLS-SUICIDE
C0480339|[x]intent self poison unspecif chemical at res institut|UMLS-SUICIDE
C0480339|intent self poison unspecif chemical at res institut|UMLS-SUICIDE
C0480339|[x]s/pois chemical res instit|UMLS-SUICIDE
C0480339|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence in residential institution|UMLS-SUICIDE
C0480339|s/pois chemical res instit|UMLS-SUICIDE
C0480339|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence in residential institution (finding)|UMLS-SUICIDE
C0480339|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence in residential institution (event)|UMLS-SUICIDE
C0480340|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480340|[x]int self poison unspecif chemical school/pub admin area|UMLS-SUICIDE
C0480340|int self poison unspecif chemical school/pub admin area|UMLS-SUICIDE
C0480340|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480340|[x]s/pois chemical pub instit|UMLS-SUICIDE
C0480340|s/pois chemical pub instit|UMLS-SUICIDE
C0480340|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at school, other institution and public administrative area (finding)|UMLS-SUICIDE
C0480340|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at school, other institution and public administrative area (event)|UMLS-SUICIDE
C0480341|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at sports and athletics area|UMLS-SUICIDE
C0480341|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at sports and athletics area|UMLS-SUICIDE
C0480341|[x]int self poison unspecif chemical in sport/athletic area|UMLS-SUICIDE
C0480341|int self poison unspecif chemical in sport/athletic area|UMLS-SUICIDE
C0480341|[x]s/pois chemical sport area|UMLS-SUICIDE
C0480341|s/pois chemical sport area|UMLS-SUICIDE
C0480341|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at sports and athletics area (finding)|UMLS-SUICIDE
C0480341|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at sports and athletics area (event)|UMLS-SUICIDE
C0480342|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on street and highway|UMLS-SUICIDE
C0480342|[x]intent self pois unspecif chemical in street/highway|UMLS-SUICIDE
C0480342|[x]s/pois chemical on highway|UMLS-SUICIDE
C0480342|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on street and highway|UMLS-SUICIDE
C0480342|intent self pois unspecif chemical in street/highway|UMLS-SUICIDE
C0480342|s/pois chemical on highway|UMLS-SUICIDE
C0480342|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on street and highway (finding)|UMLS-SUICIDE
C0480342|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on street and highway (event)|UMLS-SUICIDE
C0480343|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at trade and service area|UMLS-SUICIDE
C0480343|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at trade and service area|UMLS-SUICIDE
C0480343|[x]intent self pois unspecif chemical trade/service area|UMLS-SUICIDE
C0480343|[x]s/pois chemical trade area|UMLS-SUICIDE
C0480343|intent self pois unspecif chemical trade/service area|UMLS-SUICIDE
C0480343|s/pois chemical trade area|UMLS-SUICIDE
C0480343|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at trade and service area (finding)|UMLS-SUICIDE
C0480343|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at trade and service area (event)|UMLS-SUICIDE
C0480344|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at industrial and construction area|UMLS-SUICIDE
C0480344|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at industrial and construction area|UMLS-SUICIDE
C0480344|[x]int self pois unspecif chemical indust/construct area|UMLS-SUICIDE
C0480344|[x]s/pois chemical indus area|UMLS-SUICIDE
C0480344|int self pois unspecif chemical indust/construct area|UMLS-SUICIDE
C0480344|s/pois chemical indus area|UMLS-SUICIDE
C0480344|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at industrial and construction area (finding)|UMLS-SUICIDE
C0480344|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at industrial and construction area (event)|UMLS-SUICIDE
C0480345|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on farm|UMLS-SUICIDE
C0480345|[x]int self poison/exposure to unspecif chemical on farm|UMLS-SUICIDE
C0480345|[x]s/pois chemical on farm|UMLS-SUICIDE
C0480345|int self poison/exposure to unspecif chemical on farm|UMLS-SUICIDE
C0480345|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on farm|UMLS-SUICIDE
C0480345|s/pois chemical on farm|UMLS-SUICIDE
C0480345|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on farm (finding)|UMLS-SUICIDE
C0480345|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence on farm (event)|UMLS-SUICIDE
C0480346|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at other specified place|UMLS-SUICIDE
C0480346|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at other specified place|UMLS-SUICIDE
C0480346|[x]int self poison unspecif chemical other spec place|UMLS-SUICIDE
C0480346|[x]s/pois chemical os place|UMLS-SUICIDE
C0480346|int self poison unspecif chemical other spec place|UMLS-SUICIDE
C0480346|s/pois chemical os place|UMLS-SUICIDE
C0480346|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at other specified place (finding)|UMLS-SUICIDE
C0480346|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at other specified place (event)|UMLS-SUICIDE
C0480347|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at unspecified place|UMLS-SUICIDE
C0480347|intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at unspecified place|UMLS-SUICIDE
C0480347|[x]intent self poison unspecif chemical unspecif place|UMLS-SUICIDE
C0480347|[x]s/pois chemical unsp place|UMLS-SUICIDE
C0480347|intent self poison unspecif chemical unspecif place|UMLS-SUICIDE
C0480347|s/pois chemical unsp place|UMLS-SUICIDE
C0480347|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at unspecified place (finding)|UMLS-SUICIDE
C0480347|[x]intentional self poisoning by and exposure to other and unspecified chemicals and noxious substances, occurrence at unspecified place (event)|UMLS-SUICIDE
C0480348|intentional self-harm by hanging, strangulation and suffocation|UMLS-SUICIDE
C0480348|intentional self harm by hanging, strangulation and suffocation|UMLS-SUICIDE
C0480348|[x]intent self harm by hanging strangulation / suffocation|UMLS-SUICIDE
C0480348|[x]intentional self harm by hanging, strangulation and suffocation|UMLS-SUICIDE
C0480348|[x]int self hang/strang/suffoc|UMLS-SUICIDE
C0480348|intent self harm by hanging strangulation / suffocation|UMLS-SUICIDE
C0480348|int self hang/strang/suffoc|UMLS-SUICIDE
C0480348|intentional self harm by hanging, strangulation and suffocation (diagnosis)|UMLS-SUICIDE
C0480348|[x]intentional self harm by hanging, strangulation and suffocation (finding)|UMLS-SUICIDE
C0480348|[x]intentional self harm by hanging, strangulation and suffocation (event)|UMLS-SUICIDE
C0480349|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at home|UMLS-SUICIDE
C0480349|intentional self harm by hanging, strangulation and suffocation, occurrence at home|UMLS-SUICIDE
C0480349|[x]intent self harm by hanging strangulat/suffocat occ home|UMLS-SUICIDE
C0480349|[x]int self hang/suffoc home|UMLS-SUICIDE
C0480349|intent self harm by hanging strangulat/suffocat occ home|UMLS-SUICIDE
C0480349|int self hang/suffoc home|UMLS-SUICIDE
C0480349|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at home (finding)|UMLS-SUICIDE
C0480349|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at home (event)|UMLS-SUICIDE
C0480350|[x]intentional self harm by hanging, strangulation and suffocation, occurrence in residential institution|UMLS-SUICIDE
C0480350|[x]int self hang/suffoc res in|UMLS-SUICIDE
C0480350|[x]intent self harm by hangng strangult/suffoct resid instit|UMLS-SUICIDE
C0480350|intentional self harm by hanging, strangulation and suffocation, occurrence in residential institution|UMLS-SUICIDE
C0480350|int self hang/suffoc res in|UMLS-SUICIDE
C0480350|intent self harm by hangng strangult/suffoct resid instit|UMLS-SUICIDE
C0480350|[x]intentional self harm by hanging, strangulation and suffocation, occurrence in residential institution (finding)|UMLS-SUICIDE
C0480350|[x]intentional self harm by hanging, strangulation and suffocation, occurrence in residential institution (event)|UMLS-SUICIDE
C0480351|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480351|[x]inten slf harm hang strang/suffc sch oth ins/pub adm area|UMLS-SUICIDE
C0480351|inten slf harm hang strang/suffc sch oth ins/pub adm area|UMLS-SUICIDE
C0480351|intentional self harm by hanging, strangulation and suffocation, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480351|[x]int self hang/suff pub inst|UMLS-SUICIDE
C0480351|int self hang/suff pub inst|UMLS-SUICIDE
C0480351|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at school, other institution and public administrative area (finding)|UMLS-SUICIDE
C0480351|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at school, other institution and public administrative area (event)|UMLS-SUICIDE
C0480352|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at sports and athletics area|UMLS-SUICIDE
C0480352|[x]int self hang/suff sport ar|UMLS-SUICIDE
C0480352|int self hang/suff sport ar|UMLS-SUICIDE
C0480352|intentional self harm by hanging, strangulation and suffocation, occurrence at sports and athletics area|UMLS-SUICIDE
C0480352|[x]intent self harm by hang strangl/suffc sport/athlet area|UMLS-SUICIDE
C0480352|intent self harm by hang strangl/suffc sport/athlet area|UMLS-SUICIDE
C0480352|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at sports and athletics area (finding)|UMLS-SUICIDE
C0480352|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at sports and athletics area (event)|UMLS-SUICIDE
C0480353|[x]intentional self harm by hanging, strangulation and suffocation, occurrence on street and highway|UMLS-SUICIDE
C0480353|[x]intent self harm by hangng strangult/suffoct street/h'way|UMLS-SUICIDE
C0480353|[x]int self hang/suffoc hway|UMLS-SUICIDE
C0480353|intent self harm by hangng strangult/suffoct street/h'way|UMLS-SUICIDE
C0480353|intentional self harm by hanging, strangulation and suffocation, occurrence on street and highway|UMLS-SUICIDE
C0480353|int self hang/suffoc hway|UMLS-SUICIDE
C0480353|[x]intentional self harm by hanging, strangulation and suffocation, occurrence on street and highway (finding)|UMLS-SUICIDE
C0480353|[x]intentional self harm by hanging, strangulation and suffocation, occurrence on street and highway (event)|UMLS-SUICIDE
C0480354|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at trade and service area|UMLS-SUICIDE
C0480354|[x]int self hang/suff trade ar|UMLS-SUICIDE
C0480354|int self hang/suff trade ar|UMLS-SUICIDE
C0480354|intentional self harm by hanging, strangulation and suffocation, occurrence at trade and service area|UMLS-SUICIDE
C0480354|[x]intent self harm by hang strangl/suffc trade/service area|UMLS-SUICIDE
C0480354|intent self harm by hang strangl/suffc trade/service area|UMLS-SUICIDE
C0480354|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at trade and service area (finding)|UMLS-SUICIDE
C0480354|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at trade and service area (event)|UMLS-SUICIDE
C0480355|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at industrial and construction area|UMLS-SUICIDE
C0480355|[x]int self hang/suff indus ar|UMLS-SUICIDE
C0480355|int self hang/suff indus ar|UMLS-SUICIDE
C0480355|intentional self harm by hanging, strangulation and suffocation, occurrence at industrial and construction area|UMLS-SUICIDE
C0480355|[x]intent self harm by hang strangl/suffc indust/constr area|UMLS-SUICIDE
C0480355|intent self harm by hang strangl/suffc indust/constr area|UMLS-SUICIDE
C0480355|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at industrial and construction area (finding)|UMLS-SUICIDE
C0480355|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at industrial and construction area (event)|UMLS-SUICIDE
C0480356|[x]intentional self harm by hanging, strangulation and suffocation, occurrence on farm|UMLS-SUICIDE
C0480356|[x]intent self harm by hanging strangulat/suffocat occ farm|UMLS-SUICIDE
C0480356|[x]int self hang/suff farm|UMLS-SUICIDE
C0480356|intent self harm by hanging strangulat/suffocat occ farm|UMLS-SUICIDE
C0480356|intentional self harm by hanging, strangulation and suffocation, occurrence on farm|UMLS-SUICIDE
C0480356|int self hang/suff farm|UMLS-SUICIDE
C0480356|[x]intentional self harm by hanging, strangulation and suffocation, occurrence on farm (finding)|UMLS-SUICIDE
C0480356|[x]intentional self harm by hanging, strangulation and suffocation, occurrence on farm (event)|UMLS-SUICIDE
C0480357|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at other specified place|UMLS-SUICIDE
C0480357|intentional self harm by hanging, strangulation and suffocation, occurrence at other specified place|UMLS-SUICIDE
C0480357|[x]int self hang/suff os place|UMLS-SUICIDE
C0480357|[x]intent self harm by hangng strangul/suffoct oth spec plce|UMLS-SUICIDE
C0480357|int self hang/suff os place|UMLS-SUICIDE
C0480357|intent self harm by hangng strangul/suffoct oth spec plce|UMLS-SUICIDE
C0480357|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at other specified place (finding)|UMLS-SUICIDE
C0480357|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at other specified place (event)|UMLS-SUICIDE
C0480358|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at unspecified place|UMLS-SUICIDE
C0480358|intentional self harm by hanging, strangulation and suffocation, occurrence at unspecified place|UMLS-SUICIDE
C0480358|[x]int self hang/suff unsp pl|UMLS-SUICIDE
C0480358|[x]intent self harm by hangng strangul/suffoct unspecif plce|UMLS-SUICIDE
C0480358|int self hang/suff unsp pl|UMLS-SUICIDE
C0480358|intent self harm by hangng strangul/suffoct unspecif plce|UMLS-SUICIDE
